,date,rank,song,artist,last-week,peak-rank,max-weeks-on-board
27280,2002-11-23,96,Two Wrongs,Wyclef Jean Featuring Claudette Ortiz,99.0,28,20.0
27281,1963-03-23,100,Two Wrongs Don't Make A Right,Mary Wells,,100,1.0
27282,1968-08-17,68,Two-Bit Manchild,Neil Diamond,66.0,66,6.0
27283,1963-11-23,78,"Two-Ten, Six-Eighteen (Doesn't Anybody Know My Name)",Jimmie Rodgers,83.0,78,7.0
27284,2020-04-18,76,Tycoon,Future,,76,1.0
27285,2021-03-20,94,Tyler Herro,Jack Harlow,78.0,34,20.0
27286,2013-12-14,79,Type Of Way,Rich Homie Quan,77.0,50,20.0
27287,2021-06-26,71,Type Shit,Migos & Cardi B,,71,1.0
27288,1986-12-13,100,Typical Male,Tina Turner,74.0,2,16.0
27289,1993-07-03,99,Typical Reasons (Swing My Way),Prince Markie Dee And The Soul Convention,95.0,64,14.0
27290,2007-08-25,48,U + Ur Hand,P!nk,44.0,9,33.0
27291,2020-12-05,88,U 2 Luv,Ne-Yo & Jeremih,73.0,66,8.0
27292,2005-07-16,70,U Already Know,112 Featuring Foxy Brown,57.0,32,20.0
27293,2006-11-11,48,U And Dat,E-40 Featuring T-Pain & Kandi Girl,42.0,13,25.0
27294,2010-05-22,92,U Can't Touch This,Glee Cast,,92,1.0
27295,1990-08-18,83,U Can't Touch This,M.C. Hammer,67.0,8,17.0
27296,2002-08-03,48,U Don't Have To Call,Usher,39.0,3,26.0
27297,1993-07-31,99,U Don't Hear Me Tho',Rodney O & Joe Cooley,98.0,93,5.0
27298,2005-06-04,54,U Don't Know Me,T.I.,45.0,23,20.0
27299,1999-11-27,100,U Don't Know Me (Like U Used To),Brandy,91.0,79,6.0
27300,2000-05-06,100,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,89.0,62,10.0
27301,2002-04-27,36,U Got It Bad,Usher,36.0,1,32.0
27302,1988-01-16,100,U Got The Look,Prince,96.0,2,25.0
27303,2014-11-08,100,U Guessed It,OG Maco Featuring 2 Chainz,94.0,90,4.0
27304,2000-03-04,45,U Know What's Up,Donell Jones,41.0,7,24.0
27305,2005-02-12,86,U Make Me Wanna,Jadakiss Featuring Mariah Carey,62.0,21,13.0
27306,2020-02-15,98,U Played,MoneyBagg Yo Featuring Lil Baby,77.0,53,5.0
27307,2001-11-24,44,U Remind Me,Usher,35.0,1,24.0
27308,2004-11-20,99,U Saved Me,R. Kelly,99.0,52,16.0
27309,1994-05-07,89,U Send Me Swingin',Mint Condition,73.0,33,16.0
27310,2004-10-16,64,U Should've Known Better,Monica,68.0,19,20.0
27311,2011-03-12,99,U Smile,Justin Bieber,94.0,27,4.0
27312,2000-03-11,96,U Understand,Juvenile,97.0,83,6.0
27313,1995-02-18,68,"U Will Know (From ""Jason's Lyric"")",B.M.U. (Black Men United),87.0,28,20.0
27314,2016-06-11,82,U With Me?,Drake,68.0,44,4.0
27315,2022-07-10,97,U-Digg,"Lil Baby, 42 Dugg & Veeze",82,52,3.0
27316,1994-04-09,71,U.N.I.T.Y.,Queen Latifah,69.0,23,20.0
27317,2013-09-07,55,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,53.0,20,20.0
27318,1968-05-18,41,U.S. Male,Elvis Presley With The Jordanaires,28.0,28,9.0
27319,1974-11-30,99,U.S. Of A,Donna Fargo,86.0,86,4.0
27320,2012-07-28,97,UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,98.0,46,20.0
27321,2016-09-03,77,Uber Everywhere,MadeinTYO,79.0,51,20.0
27322,2002-01-12,89,Ugly,Bubba Sparxxx,90.0,15,20.0
27323,2002-06-01,50,Uh Huh,B2K,41.0,37,22.0
27324,1960-01-11,84,Uh! Oh! Part 1,The Nutty Squirrels,58.0,45,6.0
27325,1960-01-25,67,Uh! Oh! Part 2,The Nutty Squirrels,46.0,14,12.0
27326,1992-04-25,49,Uhh Ahh,Boyz II Men,40.0,16,20.0
27327,2015-06-20,58,"Ulay, Oh",How I Became The Bomb,,58,1.0
27328,2016-04-30,90,Ultralight Beam,Kanye West,67.0,67,2.0
27329,2014-06-21,70,Ultraviolence,Lana Del Rey,,70,1.0
27330,1964-03-14,31,"Um, Um, Um, Um, Um, Um",Major Lance,15.0,5,11.0
27331,2015-10-24,43,Uma Thurman,Fall Out Boy,37.0,22,27.0
27332,2022-12-18,74,Umbrella,"Metro Boomin, 21 Savage & Young Nudy",23,23,2.0
27333,2007-12-08,44,Umbrella,Rihanna Featuring Jay-Z,50.0,1,33.0
27334,2008-05-03,74,Umma Do Me,Rocko,76.0,66,11.0
27335,2022-05-29,95,Un Coco,Bad Bunny,88,56,3.0
27336,2020-11-07,94,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",83.0,63,14.0
27337,2023-11-12,93,Un Preview,Bad Bunny,87,43,7.0
27338,2022-08-28,89,Un Ratito,Bad Bunny,98,16,16.0
27339,2023-09-03,57,Un x100to,Grupo Frontera X Bad Bunny,51,5,20.0
27340,1997-08-09,47,Un-Break My Heart,Toni Braxton,49.0,1,42.0
27341,2010-09-04,51,Un-Thinkable (I'm Ready),Alicia Keys,43.0,21,20.0
27342,2017-09-16,84,UnFazed,Lil Uzi Vert Featuring The Weeknd,,84,1.0
27343,2020-02-08,97,Unaccommodating,Eminem Featuring Young M.A,36.0,36,2.0
27344,2007-02-03,99,Unappreciated,Cherish,85.0,41,17.0
27345,1999-05-01,87,Unbelievable,Diamond Rio,91.0,36,20.0
27346,1991-09-14,94,Unbelievable,EMF,81.0,1,23.0
27347,1974-04-20,78,Unborn Child,Seals & Crofts,66.0,66,8.0
27348,2006-02-04,84,Unbreakable,Alicia Keys,70.0,34,19.0
27349,2011-10-08,98,Unbroken,Demi Lovato,,98,1.0
27350,2002-11-16,94,Unbroken,Tim McGraw,88.0,26,20.0
27351,1968-02-24,81,Unchain My Heart,Herbie Mann,81.0,81,2.0
27352,1962-02-17,57,Unchain My Heart,Ray Charles and his Orchestra,36.0,9,12.0
27353,1981-04-11,97,Unchained Melody,Heart,83.0,83,3.0
27354,1991-03-23,89,Unchained Melody,The Righteous Brothers,85.0,19,25.0
27355,1968-09-28,73,Unchained Melody,The Sweet Inspirations,74.0,73,5.0
27356,1963-11-30,66,Unchained Melody,Vito & The Salutations,73.0,66,6.0
27357,1971-11-06,26,Uncle Albert/Admiral Halsey,Paul & Linda McCartney,18.0,1,13.0
27358,1970-09-19,69,Uncle John's Band,The Grateful Dead,71.0,69,7.0
27359,1991-05-25,96,Uncle Tom's Cabin,Warrant,78.0,78,6.0
27360,2000-08-05,83,Unconditional,Clay Davidson,63.0,49,20.0
27361,1983-10-22,92,Unconditional Love,Donna Summer,43.0,43,8.0
27362,1993-08-07,100,"Unconditional Love (From ""Menace II Society"")",Hi-Five,98.0,92,4.0
27363,2014-03-22,98,Unconditionally,Katy Perry,82.0,14,20.0
27364,2019-04-06,91,Undecided,Chris Brown,73.0,35,12.0
27365,2017-10-21,84,Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage,,84,1.0
27366,2012-06-09,90,Undefeated,Jason Derulo,,90,1.0
27367,1990-10-27,100,Undeniable,Ms. Adventures,94.0,73,9.0
27368,2009-11-14,91,Under,Pleasure P,84.0,78,10.0
27369,2011-08-20,77,Under And Over It,Five Finger Death Punch,,77,1.0
27370,2019-06-15,94,Under Enemy Arms,Trippie Redd,,94,1.0
27371,1972-02-12,60,Under My Wheels,Alice Cooper,59.0,59,8.0
27372,2016-01-30,45,Under Pressure,Queen & David Bowie,,29,16.0
27373,2005-05-14,86,Under Pressure,The Used And My Chemical Romance,41.0,41,3.0
27374,1978-06-24,97,Under The Boardwalk,Billy Joe Royal,82.0,82,4.0
27375,1987-07-25,93,Under The Boardwalk,Bruce Willis,69.0,59,7.0
27376,1964-09-26,38,Under The Boardwalk,The Drifters,24.0,4,14.0
27377,1992-09-26,44,Under The Bridge,Red Hot Chili Peppers,36.0,2,26.0
27378,1981-08-01,98,Under The Covers,Janis Ian,71.0,71,4.0
27379,1980-09-20,94,Under The Gun,Poco,85.0,48,10.0
27380,2023-06-25,49,Under The Influence,Chris Brown,44,12,41.0
27381,1986-05-31,90,Under The Influence,Vanity,80.0,56,7.0
27382,1974-05-18,82,Under The Influence Of Love,Love Unlimited,77.0,76,8.0
27383,1988-07-16,95,Under The Milky Way,The Church,71.0,24,15.0
27384,2021-01-02,75,Under The Mistletoe,Kelly Clarkson & Brett Eldredge,,59,3.0
27385,1961-11-27,46,Under The Moon Of Love,Curtis Lee,48.0,46,7.0
27386,2019-08-03,88,Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",66.0,44,3.0
27387,1997-04-26,100,Under The Water,Merril Bainbridge,91.0,91,6.0
27388,1966-02-05,60,Under Your Spell Again,Johnny Rivers,38.0,35,8.0
27389,1977-09-17,99,Undercover Angel,Alan O'Day,60.0,1,25.0
27390,1984-02-11,98,Undercover Of The Night,The Rolling Stones,65.0,9,14.0
27391,2020-05-09,94,Underdog,Alicia Keys,,69,5.0
27392,2003-03-22,50,Underneath It All,No Doubt Featuring Lady Saw,44.0,3,30.0
27393,1988-06-04,97,Underneath The Radar,Underworld,81.0,74,8.0
27394,2023-12-31,13,Underneath The Tree,Kelly Clarkson,13,11,27.0
27395,2002-07-27,62,Underneath Your Clothes,Shakira,57.0,9,20.0
27396,1993-04-17,96,Understand This Groove,Sound Factory,85.0,58,17.0
27397,1964-04-04,43,Understand Your Man,Johnny Cash,39.0,35,8.0
27398,1985-02-16,96,Understanding,Bob Seger,84.0,17,15.0
27399,1968-08-31,54,Understanding,Ray Charles,46.0,46,12.0
27400,1994-05-07,77,Understanding,Xscape,64.0,8,20.0
27401,2009-11-28,100,Undertow,Timbaland Featuring The Fray & Esthero,,100,1.0
27402,1961-05-22,78,Underwater,The Frogmen,49.0,44,8.0
27403,2021-03-27,100,Undivided,Tim McGraw & Tyler Hubbard,,76,2.0
27404,2010-09-25,67,Undo It,Carrie Underwood,59.0,23,20.0
27405,1995-01-14,98,Undone - The Sweater Song,Weezer,97.0,57,16.0
27406,2019-04-27,83,Undrunk,FLETCHER,77.0,61,6.0
27407,1969-12-20,61,Undun,The Guess Who,33.0,22,10.0
27408,1973-09-15,32,Uneasy Rider,Charlie Daniels,28.0,9,12.0
27409,2006-09-23,42,Unfaithful,Rihanna,36.0,6,20.0
27410,1984-04-14,100,Unfaithfully Yours (Our Love),Stephen Bishop,87.0,87,3.0
27411,1959-12-28,79,Unforgettable,Dinah Washington,42.0,17,13.0
27412,2018-02-03,50,Unforgettable,French Montana Featuring Swae Lee,48.0,3,42.0
27413,1991-11-02,88,Unforgettable,Natalie Cole,78.0,14,17.0
27414,2017-12-30,71,Unforgettable,Thomas Rhett,69.0,47,20.0
27415,1970-11-14,43,Ungena Za Ulimwengu (Unite The World),The Temptations,39.0,33,7.0
27416,2023-05-28,47,Unholy,Sam Smith & Kim Petras,42,1,35.0
27417,2018-09-08,72,Unica,Ozuna,,72,1.0
27418,1976-06-19,92,Union Man,Cate Bros.,96.0,24,20.0
27419,1984-02-25,96,Union Of The Snake,Duran Duran,64.0,3,17.0
27420,1968-07-06,56,United,Peaches & Herb,47.0,46,8.0
27421,1968-02-10,78,United (Part 1),The Music Makers,78.0,78,7.0
27422,2022-05-29,79,United In Grief,Kendrick Lamar,8,8,2.0
27423,1981-02-14,92,United Together,Aretha Franklin,68.0,56,8.0
27424,1970-07-25,33,United We Stand,The Brotherhood Of Man,21.0,13,15.0
27425,1995-05-27,96,Universal Heart-Beat,Juliana Hatfield,90.0,84,6.0
27426,2009-01-24,98,Universal Mind Control,Common Featuring Pharrell,84.0,62,6.0
27427,1965-11-06,55,Universal Soldier,Donovan,53.0,53,7.0
27428,1964-12-12,99,Unless You Care,Terry Black,,99,2.0
27429,2019-08-31,94,Uno,Ambjaay,89.0,82,3.0
27430,2006-04-29,44,Unpredictable,Jamie Foxx Featuring Ludacris,39.0,8,22.0
27431,2000-01-29,36,Unpretty,TLC,36.0,1,32.0
27432,1999-03-13,94,Unsent,Alanis Morissette,78.0,58,6.0
27433,1990-11-10,100,Unskinny Bop,Poison,72.0,3,19.0
27434,1962-01-13,91,Unsquare Dance,The Dave Brubeck Quartet,74.0,74,6.0
27435,2021-04-03,62,Unstable,Justin Bieber Featuring The Kid LAROI,,62,1.0
27436,2017-01-21,39,Unsteady,X Ambassadors,40.0,20,34.0
27437,2010-06-19,82,Unstoppable,Rascal Flatts,74.0,52,18.0
27438,2023-03-05,49,Unstoppable,Sia,50,28,29.0
27439,1962-12-01,65,Untie Me,The Tams,60.0,60,7.0
27440,2020-04-04,80,Until I Bleed Out,The Weeknd,,80,1.0
27441,1997-08-30,84,Until I Find You Again,Richard Marx,80.0,42,20.0
27442,2023-04-16,43,Until I Found You,Stephen Sanchez,40,23,41.0
27443,1996-10-19,99,Until It Sleeps,Metallica,96.0,10,20.0
27444,1972-03-25,56,Until It's Time For You To Go,Elvis Presley,49.0,40,9.0
27445,1970-03-28,60,Until It's Time For You To Go,Neil Diamond,55.0,53,6.0
27446,1973-09-08,97,Until It's Time For You To Go,The New Birth,100.0,97,3.0
27447,1978-03-18,72,Until Now,Bobby Arvon,74.0,72,16.0
27448,2001-07-21,100,Until The End Of Time,2Pac,92.0,52,14.0
27449,1995-07-01,93,Until The End Of Time,Foreigner,92.0,42,16.0
27450,2008-01-05,43,Until The End Of Time,Justin Timberlake Duet With Beyonce,38.0,17,25.0
27451,1974-04-13,47,Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,38.0,3,21.0
27452,1992-05-16,95,Until Your Love Comes Back Around,RTZ,86.0,26,18.0
27453,2005-09-03,80,Untitled (How Can This Happen To Me?),Simple Plan,75.0,49,16.0
27454,2000-05-13,94,Untitled (How Does It Feel),D'Angelo,79.0,25,17.0
27455,2016-03-26,79,Untitled 02 l 06.23.2014.,Kendrick Lamar,,79,1.0
27456,2016-03-26,90,Untitled 07 l Levitate,Kendrick Lamar,,90,1.0
27457,2017-12-30,86,Untouchable,Eminem,,86,1.0
27458,2009-11-21,69,Untouchable,Taylor Swift,19.0,19,2.0
27459,2017-09-09,96,Untouchable,YoungBoy Never Broke Again,95.0,95,2.0
27460,2009-04-25,81,Untouched,The Veronicas,72.0,17,20.0
27461,2011-08-27,91,Unusual,Trey Songz Featuring Drake,82.0,68,11.0
27462,2003-02-22,98,Unusually Unusual,Lonestar,87.0,66,5.0
27463,2004-03-27,50,Unwell,matchbox twenty,49.0,5,54.0
27464,1968-06-15,66,Unwind,Ray Stevens,56.0,52,9.0
27465,2006-09-23,48,Unwritten,Natasha Bedingfield,44.0,5,42.0
27466,2021-07-03,44,Up,Cardi B,42.0,1,20.0
27467,1998-01-31,100,Up & Down,Billy Lawrence,92.0,92,7.0
27468,1967-08-19,35,Up -- Up And Away,The 5th Dimension,26.0,7,12.0
27469,1962-01-20,65,Up A Lazy River,Si Zentner And His Orchestra,60.0,43,9.0
27470,1964-11-07,85,Up Above My Head (I Hear Music In The Air),Al (He's the King) Hirt,85.0,85,5.0
27471,2011-08-06,65,Up All Night,Blink-182,85.0,65,2.0
27472,2010-07-10,90,Up All Night,Drake Featuring Nicki Minaj,49.0,49,2.0
27473,2014-02-22,99,Up All Night,Jon Pardi,77.0,56,13.0
27474,2019-11-30,89,Up All Night,Khalid,,89,1.0
27475,1990-07-28,82,Up All Night,Slaughter,72.0,27,14.0
27476,1966-03-19,49,Up And Down,The McCoys,46.0,46,6.0
27477,1970-07-04,26,Up Around The Bend/Run Through The Jungle,Creedence Clearwater Revival,15.0,4,11.0
27478,2018-08-18,88,Up Down,Morgan Wallen Featuring Florida Georgia Line,73.0,49,20.0
27479,2014-04-19,81,Up Down (Do This All Day),T-Pain Featuring B.o.B,72.0,62,20.0
27480,1974-10-26,100,Up For The Down Stroke,Parliament,93.0,63,9.0
27481,1968-04-06,82,Up From The Skies,The Jimi Hendrix Experience,82.0,82,4.0
27482,1975-03-29,47,Up In A Puff Of Smoke,Polly Brown,25.0,16,13.0
27483,1972-03-18,83,Up In Heah,Ike & Tina Turner,84.0,83,4.0
27484,1997-11-29,50,Up Jumps Da Boogie,Magoo And Timbaland,42.0,12,20.0
27485,1970-01-31,58,Up On Cripple Creek,The Band,45.0,25,14.0
27486,2010-07-24,99,Up On The Ridge,Dierks Bentley,,99,1.0
27487,1979-08-11,96,Up On The Roof,James Taylor,51.0,28,11.0
27488,1970-10-17,92,Up On The Roof,Laura Nyro,92.0,92,2.0
27489,1968-04-20,88,Up On The Roof,The Cryan' Shames,85.0,85,3.0
27490,1963-03-16,59,Up On The Roof,The Drifters,36.0,5,20.0
27491,2010-03-06,100,Up Out My Face,Mariah Carey Featuring Nicki Minaj,,100,1.0
27492,1976-07-31,94,Up The Creek (without A Paddle),The Temptations,95.0,94,3.0
27493,1970-05-16,22,Up The Ladder To The Roof,The Supremes,17.0,10,11.0
27494,2021-06-19,80,Up The Side,"Lil Baby, Lil Durk & Young Thug",,80,1.0
27495,1966-11-12,52,Up Tight,Ramsey Lewis,49.0,49,5.0
27496,1968-01-27,93,"Up Tight, Good Man",Laura Lee,95.0,93,6.0
27497,1968-04-06,93,Up To My Neck In High Muddy Water,Linda Ronstadt & The Stone Poneys,93.0,93,2.0
27498,2018-11-17,100,Up To Something,Metro Boomin Featuring Travis Scott & Young Thug,,100,1.0
27499,2010-06-12,57,Up To The Mountain,Crystal Bowersox,,57,1.0
27500,2007-05-19,66,Up To The Mountain,Kelly Clarkson Featuring Jeff Beck,56.0,56,2.0
27501,1960-02-29,94,Up Town,Roy Orbison,,72,6.0
27502,1958-09-15,96,Up Until Now,Johnnie Ray,81.0,81,3.0
27503,2020-08-01,78,Up Up And Away,Juice WRLD,42.0,42,2.0
27504,1983-01-22,91,Up Where We Belong,Joe Cocker And Jennifer Warnes,58.0,1,23.0
27505,1977-02-05,91,Up Your Nose,Gabriel Kaplan,92.0,91,3.0
27506,2003-04-05,98,Up!,Shania Twain,89.0,63,10.0
27507,1968-10-26,91,Up-Hard,Willie Mitchell,91.0,91,4.0
27508,1968-01-27,75,Up-Up And Away,Hugh Masekela,71.0,71,8.0
27509,1967-07-08,91,Up-Up And Away,The Johnny Mann Singers,92.0,91,3.0
27510,2007-05-12,96,Upgrade U,Beyonce Featuring Jay Z,89.0,59,18.0
27511,2010-02-06,73,Uprising,Muse,67.0,37,20.0
27512,2019-02-23,73,Uproar,Lil Wayne,65.0,7,20.0
27513,1967-04-08,34,Ups And Downs,Paul Revere & The Raiders,29.0,22,8.0
27514,1972-05-27,75,Upsetter,Grand Funk Railroad,73.0,73,5.0
27515,1981-01-24,98,Upside Down,Diana Ross,86.0,1,29.0
27516,2006-06-10,65,Upside Down,Jack Johnson,60.0,38,20.0
27517,1966-08-06,84,Uptight (Everything's Alright),Nancy Wilson,85.0,84,4.0
27518,1966-03-19,40,Uptight (Everything's Alright),Stevie Wonder,13.0,3,14.0
27519,1966-04-02,95,Uptight (Everything's Alright),The Jazz Crusaders,,95,1.0
27520,1962-06-23,50,Uptown,The Crystals,28.0,13,13.0
27521,1976-03-20,80,Uptown & Country,Tom Scott,81.0,80,3.0
27522,1977-07-02,79,Uptown Festival (Part 1),Shalamar,45.0,25,17.0
27523,2016-03-05,22,Uptown Funk!,Mark Ronson Featuring Bruno Mars,,1,56.0
27524,1984-02-18,100,Uptown Girl,Billy Joel,88.0,3,22.0
27525,2011-11-26,68,Uptown Girl,Glee Cast,,68,1.0
27526,2018-12-29,98,Uptown Vibes,Meek Mill Featuring Fabolous & Anuel AA,79.0,39,3.0
27527,2020-03-21,76,Urgency,Lil Uzi Vert Featuring Syd,,76,1.0
27528,1981-12-05,96,Urgent,Foreigner,87.0,4,23.0
27529,1980-03-22,68,Us And Love (We Go Together),Kenny Nolan,44.0,44,8.0
27530,1991-01-26,93,Use It Up And Wear It Out,Pat & Mick,93.0,81,7.0
27531,1972-11-11,40,Use Me,Bill Withers,13.0,2,12.0
27532,2010-03-13,44,Use Somebody,Kings Of Leon,44.0,4,57.0
27533,1978-09-02,89,Use Ta Be My Girl,The O'Jays,88.0,4,19.0
27534,2019-11-09,37,Use This Gospel,Kanye West Featuring Clipse & Kenny G,,37,1.0
27535,1965-02-06,38,Use Your Head,Mary Wells,34.0,34,6.0
27536,1996-12-28,97,Use Your Heart,SWV,98.0,22,20.0
27537,2023-01-22,93,Used,SZA Featuring Don Toliver,83,30,6.0
27538,2018-10-13,78,Used 2,Lil Wayne,,78,1.0
27539,2015-03-07,84,Used To,Drake Featuring Lil Wayne,91.0,84,2.0
27540,1983-01-08,91,Used To Be,Charlene & Stevie Wonder,70.0,46,11.0
27541,2023-12-31,58,Used To Be Young,Miley Cyrus,54,8,18.0
27542,2004-12-25,98,Used To Love U,John Legend,91.0,74,13.0
27543,2016-01-30,80,Used To Love You,Gwen Stefani,61.0,52,9.0
27544,2015-11-14,82,Used To Love You Sober,Kane Brown,,82,1.0
27545,2017-03-25,91,Used To This,Future Featuring Drake,76.0,14,18.0
27546,1961-03-20,76,Utopia,Frank Gari,27.0,27,14.0
27547,2014-11-01,66,V. 3005,Childish Gambino,64.0,64,20.0
27548,2013-11-16,94,V.S.O.P.,K. Michelle,92.0,89,4.0
27549,2020-02-22,65,VIBEZ,DaBaby,63.0,21,20.0
27550,2013-03-16,96,Va Va Voom,Nicki Minaj,90.0,22,20.0
27551,1962-09-22,67,Vacation,Connie Francis,38.0,9,9.0
27552,1982-10-02,91,Vacation,Go-Go's,58.0,8,14.0
27553,1973-11-24,88,Vado Via,Drupi,92.0,88,4.0
27554,1972-05-13,84,Vahevala,Kenny Loggins With Jim Messina,84.0,84,5.0
27555,2018-10-06,100,Vaina Loca,Ozuna x Manuel Turizo,,94,2.0
27556,1998-02-14,78,Valentine,Martina McBride With Jim Brickman,81.0,50,20.0
27557,1976-01-17,97,Valentine Love,Norman Connors,97.0,97,3.0
27558,2019-11-23,92,Valentino,24kGoldn,,92,1.0
27559,1971-10-23,99,Valerie,Cymarron,96.0,96,4.0
27560,2010-12-18,54,Valerie,Glee Cast,,54,1.0
27561,1988-02-20,99,Valerie,Steve Winwood,84.0,9,24.0
27562,1968-05-11,47,Valleri,The Monkees,45.0,3,10.0
27563,1982-10-02,93,Valley Girl,Frank Zappa,75.0,32,12.0
27564,1968-06-22,83,Valley Of The Dolls,King Curtis & The Kingpins,99.0,83,2.0
27565,1985-02-23,100,Valotte,Julian Lennon,94.0,9,19.0
27566,2019-01-26,90,Valuable Pain,YoungBoy Never Broke Again,87.0,87,2.0
27567,2021-01-09,90,Vamp Anthem,Playboi Carti,,90,1.0
27568,2023-12-10,45,Vampire,Olivia Rodrigo,37,1,23.0
27569,1969-01-11,88,Vance,Roger Miller,80.0,80,6.0
27570,2010-03-27,98,Vanilla Twilight,Owl City,,72,5.0
27571,1972-07-29,76,Vanilla Ólay,Jackie DeShannon,76.0,76,9.0
27572,1964-04-18,90,Vanishing Point,The Marketts,93.0,90,4.0
27573,1986-06-07,97,Vanity Kills,ABC,91.0,91,4.0
27574,2006-09-30,96,Vans,The Pack,74.0,58,3.0
27575,1960-08-29,99,Vaquero (Cowboy),The Fireballs,,99,1.0
27576,1987-07-04,97,Variety Tonight,REO Speedwagon,90.0,60,9.0
27577,1972-07-08,95,Vaya Con Dios,Dawn Featuring Tony Orlando,96.0,95,3.0
27578,1976-07-04,96,Vaya Con Dios,Freddy Fender,59.0,59,6.0
27579,1964-03-14,58,Vaya Con Dios,The Drifters,60.0,43,7.0
27580,2023-01-29,50,Vegas,Doja Cat,48,10,30.0
27581,1970-06-13,24,Vehicle,The Ides Of March,11.0,2,12.0
27582,1986-10-11,96,Velcro Fly,ZZ Top,78.0,35,12.0
27583,2015-01-03,53,Velvet,Chris Jamison,,53,1.0
27584,1959-07-27,92,Velvet Waters,The Megatrons,59.0,51,9.0
27585,2020-03-21,39,Venetia,Lil Uzi Vert,,39,1.0
27586,1979-07-21,73,Vengeance,Carly Simon,48.0,48,7.0
27587,2018-11-10,92,Venom,Eminem,74.0,43,5.0
27588,1973-01-06,55,Ventura Highway,America,36.0,8,12.0
27589,1986-11-01,99,Venus,Bananarama,68.0,1,19.0
27590,1976-04-03,72,Venus,Frankie Avalon,54.0,1,28.0
27591,2013-11-16,32,Venus,Lady Gaga,,32,1.0
27592,1970-03-14,28,Venus,The Shocking Blue,18.0,1,14.0
27593,1975-12-27,97,Venus And Mars Rock Show,Wings,36.0,12,9.0
27594,1962-11-10,53,Venus In Blue Jeans,Jimmy Clanton,35.0,7,13.0
27595,1989-07-22,98,Veronica,Elvis Costello,73.0,19,14.0
27596,2013-09-21,99,Versace,Migos,,99,1.0
27597,2017-09-30,83,Versace On The Floor,Bruno Mars,71.0,33,14.0
27598,2018-11-03,89,Vertigo,Khalid,,89,1.0
27599,2005-02-19,47,Vertigo,U2,44.0,31,20.0
27600,1993-11-20,60,Very Special,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",47.0,31,20.0
27601,1981-09-12,99,Very Special,Debra Laws,90.0,90,5.0
27602,2020-04-11,97,Vete,Bad Bunny,99.0,33,18.0
27603,1992-04-18,92,Vibeology,Paula Abdul,85.0,16,14.0
27604,1995-12-02,93,Vibin',Boyz II Men,87.0,56,14.0
27605,2016-12-10,88,Vice,Miranda Lambert,84.0,47,19.0
27606,1972-07-22,73,Victim Of A Foolish Heart,Bettye Swann,63.0,63,9.0
27607,1987-11-07,95,Victim Of Love,Bryan Adams,85.0,32,12.0
27608,1979-12-01,83,Victim Of Love,Elton John,64.0,31,10.0
27609,1992-08-29,100,Victim Of The Ghetto,The College Boyz,92.0,68,15.0
27610,1970-03-28,78,Victoria,The Kinks,68.0,62,9.0
27611,2023-01-22,47,Victoria's Secret,Jax,45,35,25.0
27612,2016-04-30,96,Victorious,Panic! At The Disco,96.0,89,4.0
27613,1987-02-28,99,Victory,Kool & The Gang,67.0,10,18.0
27614,1998-08-01,72,Victory,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,74.0,19,20.0
27615,2019-04-20,100,Victory Lap,Nipsey Hussle Featuring Stacy Barthe,,100,1.0
27616,1986-08-16,99,Victory Line,Limited Warranty,81.0,79,8.0
27617,2002-06-08,98,Video,India.Arie,90.0,47,31.0
27618,1984-09-01,91,Video,Jeff Lynne,85.0,85,3.0
27619,2012-01-28,91,Video Games,Lana Del Rey,,91,1.0
27620,1980-01-12,83,Video Killed The Radio Star,The Buggles,84.0,40,10.0
27621,2010-01-09,98,Video Phone,Beyonce Featuring Lady Gaga,100.0,65,5.0
27622,1986-07-26,99,Vienna Calling,Falco,78.0,18,14.0
27623,2016-05-21,86,Views,Drake,,86,1.0
27624,2022-12-04,97,Vigilante Shit,Taylor Swift,73,10,6.0
27625,1962-07-14,68,Village Of Love,Nathaniel Mayer And The Fabulous Twilights,51.0,22,12.0
27626,2017-01-07,90,Ville Mentality,J. Cole,24.0,24,2.0
27627,1972-06-03,38,"Vincent (Starry, Starry Night)/Castles In The Air",Don McLean,27.0,12,12.0
27628,1990-10-13,93,Violence Of Summer (Love's Taking Over),Duran Duran,72.0,64,7.0
27629,2018-06-23,85,Violent Crimes,Kanye West,27.0,27,2.0
27630,2008-07-26,81,Violet Hill,Coldplay,75.0,40,10.0
27631,2020-05-23,91,Viral Moment,Lil Durk,,91,1.0
27632,1974-11-09,63,Virgin Man,Smokey Robinson,56.0,56,7.0
27633,1974-04-13,65,Virginia (Touch Me Like You Do),Bill Amesbury,59.0,59,9.0
27634,2023-12-17,98,Virginia Beach,Drake,78,3,10.0
27635,1990-10-27,75,Vision Of Love,Mariah Carey,62.0,1,22.0
